Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.fi.base.json	48259	-	0	0	0	0	0	0	6	850	0	0	0	0	0	0	0	1	0	0	410	266	0	0	0	7	0	1
input/examples/Observation-example-StepsTaken-max.json	2978	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	0	0	0
input/examples/example-patient-2.json	409	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0
input/examples/medicationrequestesim9.json	7702	100	0	0	0	0	0	0	1	979	0	0	0	0	0	0	0	0	0	0	53	46	0	0	0	0	0	0
input/examples/medication-administration-insulin-basal-dose-kanta-stu3-sv.json	2218	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0
input/examples/example-patient.json	431	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0
input/examples/medicationesim2.json	1180	12	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	16	0	0	0	0	0	0
input/examples/InsulinDosage-example-optional.json	1989	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0
input/examples/medicationrequestesim5.json	8943	104	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	59	42	0	0	0	0	0	0
input/examples/Observation-example-CarbohydrateIntakeEstimated-min.json	1342	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0
input/examples/organizationesim1.json	286	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	0
input/examples/medicationrequestesim4.json	7696	101	0	0	0	0	0	0	1	40	0	0	0	0	0	0	0	0	0	0	53	54	0	0	0	0	0	0
input/examples/Observation-example-CarbohydrateIntakeEstimated-max.json	2472	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	14	0	0	0	0	0	0
input/examples/organization-Toimintayksikko.json	848	3	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	12	9	0	0	0	0	0	0
input/examples/medicationrequestesim7A.json	7819	103	1	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	52	37	0	0	0	0	0	0
input/examples/medicationrequestesim8.json	7534	103	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	52	37	0	0	0	0	0	0
input/examples/example-patient-3.json	409	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0
input/examples/observation-example-StepsTaken-min.json	1362	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0
input/examples/medicationrequestesim3.json	7666	104	0	0	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0	50	36	0	0	0	0	0	0
input/examples/kanta-phr-patient-2.json	265	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0
input/examples/Observation-example-CalorieIntake-max.json	2465	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	14	0	0	0	0	0	0
input/examples/Observation-example-MET-max.json	4021	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	18	0	0	0	0	0	1
input/examples/Observation-example-Bloodpressure-max.json	5530	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	22	0	0	0	0	0	0
input/examples/example-patient-4.json	409	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0
input/examples/practitioneresim1.json	1072	8	0	0	0	0	0	0	4	138	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0
input/examples/bloodglucose-min.json	1448	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0
input/examples/patientesim1.json	903	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0
input/examples/Bloodglucose-max.json	4031	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	19	0	0	0	0	0	0
input/examples/example-patient-5.json	409	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0
input/examples/Observation-example-MET-min.json	2801	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	14	0	0	0	0	0	0
input/examples/diabetes-data-bundle-kantaphr-r4-en.json	741391	950	2	0	0	0	648	0	23	3	0	0	0	0	0	0	0	2	0	0	2523	1537	0	0	0	0	0	3
input/examples/Observation-example-Bloodpressure-min.json	2031	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	21	0	0	0	0	0	0
input/examples/medicationrequestesim2.json	9007	103	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	56	61	0	0	0	0	0	0
input/examples/Observation-example-CalorieIntake-min.json	1868	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	0	0	0	0	0	0
input/examples/diabetes-data-bundle.json	2661345	3505	6	0	0	0	2002	0	79	7	0	0	0	0	0	0	0	13	0	0	9517	5363	0	0	0	0	0	9
input/examples/Observation-example-BodyWeight-min.json	1330	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0
input/examples/medication-administration-insulin-dose-temporary-basal-rate-kanta-en.json	2296	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	0	0	0	0	0	0
input/examples/medicationrequestesim1.json	7441	110	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	46	47	0	0	0	0	0	0
input/examples/Observation-example-ModerateToVigorousPATime-min.json	1464	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0
input/examples/Observation-example-ExerciseTracking-max.json	3014	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	19	0	0	0	0	0	0
input/examples/Observation-example-ExerciseTracking-min.json	1893	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	0	0	0	0	0	0
input/examples/hapi-patient.json	493	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0
input/examples/Observation-example-ModerateToVigorousPATime-max.json	2928	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	17	0	0	0	0	0	0
input/examples/Observation-example-duplicate-7.json	1282	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	0	0	1	0	0	0
input/examples/Observation-example-BodyWeight-max.json	2757	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	17	0	0	0	0	0	0
input/examples/kanta-phr-patient-1.json	265	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0
input/examples/MedicationAdministration-InsulinDosage-mandatory.json	1413	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0
input/examples/practitionerRoleesim1.json	223	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0
input/examples/medication-administration-insulin-bolus-dose-fi.json	2439	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	0	0	0	0	0	0
input/examples/medicationrequestesim7B.json	8027	97	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	50	46	0	0	0	0	0	0
input/examples/medicationesim1.json	984	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	0	0	0
