URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/address-type,4.0.1,active,"2.16.840.1.113883.4.642.3.69",AddressType,AddressType,"The type of an address (physical / postal).","StructureDefinition/FinnishSchedulingLocation,StructureDefinition/FinnishSchedulingPatient,StructureDefinition/fi-scheduling-location","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/address-use,4.0.1,active,"2.16.840.1.113883.4.642.3.67",AddressUse,AddressUse,"The use of an address.","StructureDefinition/FinnishSchedulingLocation,StructureDefinition/FinnishSchedulingPatient,StructureDefinition/fi-scheduling-location","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/FinnishAppointmentPatient,StructureDefinition/ba85996c-070b-4e86-992e-4be8a61e4583,StructureDefinition/FinnishSchedulingPatient,StructureDefinition/FinnishSchedulingPractitioner","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/appointment-cancellation-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.1381",AppointmentCancellationReason,Appointment cancellation reason,"This example value set defines a set of reasons for the cancellation of an appointment.","StructureDefinition/fi-scheduling-appointment,StructureDefinition/FinnishSchedulingAppointment,StructureDefinition/a5f4b52f-896d-4c6c-b8d2-8467617f60f7","THO"
http://hl7.org/fhir/ValueSet/appointmentstatus,4.0.1,draft,"2.16.840.1.113883.4.642.3.484",AppointmentStatus,AppointmentStatus,"The free/busy status of an appointment.","StructureDefinition/fi-scheduling-appointment,StructureDefinition/FinnishSchedulingAppointment,StructureDefinition/a5f4b52f-896d-4c6c-b8d2-8467617f60f7","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/c80-practice-codes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.72",PracticeSettingCodeValueSet,Practice Setting Code Value Set,"This is the code representing the clinical specialty of the clinician or provider who interacted with, treated, or provided a service to/for the patient. The value set used for clinical specialty has been limited by HITSP to the value set reproduced from HITSP C80 Table 2-149 Clinical Specialty Value Set Definition.","StructureDefinition/FinnishAppointmentSlot,StructureDefinition/fi-scheduling-healthcare-service,StructureDefinition/fi-scheduling-appointment,StructureDefinition/FinnishAppointmentSchedule,StructureDefinition/FinnishSchedulingAppointment,StructureDefinition/FinnishSchedulingSchedule,StructureDefinition/FinnishSchedulingPractitionerRole,StructureDefinition/FinnishSchedulingHealthcareService,StructureDefinition/fi-scheduling-schedule,StructureDefinition/fi-scheduling-slot,StructureDefinition/FinnishSchedulingSlot,StructureDefinition/64cde6f0-1939-4309-bd9f-1a088e197844,StructureDefinition/a5f4b52f-896d-4c6c-b8d2-8467617f60f7","SCT"
http://hl7.org/fhir/ValueSet/contact-point-system,4.0.1,active,"2.16.840.1.113883.4.642.3.71",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","StructureDefinition/FinnishSchedulingLocation,StructureDefinition/FinnishSchedulingPatient,StructureDefinition/fi-scheduling-location","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contact-point-use,4.0.1,active,"2.16.840.1.113883.4.642.3.73",ContactPointUse,ContactPointUse,"Use of contact point.","StructureDefinition/FinnishSchedulingLocation,StructureDefinition/FinnishSchedulingPatient,StructureDefinition/fi-scheduling-location","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/days-of-week,4.0.1,active,"2.16.840.1.113883.4.642.3.512",DaysOfWeek,DaysOfWeek,"The days of the week.","StructureDefinition/FinnishSchedulingLocation,StructureDefinition/fi-scheduling-healthcare-service,StructureDefinition/FinnishSchedulingHealthcareService,StructureDefinition/fi-scheduling-location,StructureDefinition/3893dc5d-c30c-4781-b6ce-2af953c9ce8d,StructureDefinition/64cde6f0-1939-4309-bd9f-1a088e197844,StructureDefinition/FinnishSchedulingPractitionerRole","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/encounter-participant-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.250",ParticipantType,Participant type,"This value set defines a set of codes that can be used to indicate how an individual participates in an encounter.","StructureDefinition/fi-scheduling-appointment,StructureDefinition/FinnishSchedulingAppointment,StructureDefinition/a5f4b52f-896d-4c6c-b8d2-8467617f60f7","THO (V3),THO"
http://hl7.org/fhir/ValueSet/encounter-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.261",EncounterReasonCodes,Encounter Reason Codes,"This examples value set defines the set of codes that can be used to indicate reasons for an encounter.","StructureDefinition/fi-scheduling-appointment,StructureDefinition/FinnishSchedulingAppointment,StructureDefinition/a5f4b52f-896d-4c6c-b8d2-8467617f60f7","SCT"
http://hl7.org/fhir/ValueSet/identifier-type,4.0.1,active,"2.16.840.1.113883.4.642.3.45",Identifier Type Codes,IdentifierType,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/CustomerJourneyExtension,StructureDefinition/FinnishSchedulingLocation,StructureDefinition/fi-scheduling-appointment,StructureDefinition/ResourceCalendarIdExtension,StructureDefinition/FinnishSchedulingPatient,StructureDefinition/fi-scheduling-location,StructureDefinition/FinnishSchedulingAppointment,StructureDefinition/FinnishSchedulingSchedule,StructureDefinition/FinnishSchedulingPractitionerRole,StructureDefinition/RequestedServiceExtension,StructureDefinition/FinnishAppointmentPatient,StructureDefinition/ba85996c-070b-4e86-992e-4be8a61e4583,StructureDefinition/FinnishSchedulingSlot,StructureDefinition/3893dc5d-c30c-4781-b6ce-2af953c9ce8d,StructureDefinition/FinnishSchedulingPractitioner,StructureDefinition/CareplanIdentifierExtension","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/CustomerJourneyExtension,StructureDefinition/FinnishSchedulingLocation,StructureDefinition/fi-scheduling-appointment,StructureDefinition/ResourceCalendarIdExtension,StructureDefinition/FinnishSchedulingPatient,StructureDefinition/fi-scheduling-location,StructureDefinition/FinnishSchedulingAppointment,StructureDefinition/FinnishSchedulingSchedule,StructureDefinition/FinnishSchedulingPractitionerRole,StructureDefinition/RequestedServiceExtension,StructureDefinition/FinnishAppointmentPatient,StructureDefinition/ba85996c-070b-4e86-992e-4be8a61e4583,StructureDefinition/FinnishSchedulingSlot,StructureDefinition/3893dc5d-c30c-4781-b6ce-2af953c9ce8d,StructureDefinition/FinnishSchedulingPractitioner,StructureDefinition/CareplanIdentifierExtension","hl7.fhir.r4.core"
