Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.fi.base.json	42685	-	0	0	0	0	0	0	5	150	0	0	0	0	0	0	0	2	0	0	296	123	0	0	0	9	0	1
input/examples/Observation-example-StepsTaken-max.json	2978	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	0	0
input/examples/example-patient-2.json	409	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0
input/examples/medicationrequestesim9.json	7702	14	0	0	0	0	0	0	0	894	0	0	0	0	0	0	0	0	0	0	40	26	0	0	0	0	0	0
input/examples/medication-administration-insulin-basal-dose-kanta-stu3-sv.json	2218	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0
input/examples/example-patient.json	431	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0
input/examples/medicationesim2.json	1180	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	1
input/examples/InsulinDosage-example-optional.json	1989	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0
input/examples/medicationrequestesim5.json	8943	14	0	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	45	18	0	0	0	0	0	0
input/examples/example-CarePlan-optional.json	10313	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	43	16	0	0	0	0	0	0
input/examples/Observation-example-CarbohydrateIntakeEstimated-min.json	1342	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
input/examples/organizationesim1.json	286	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
input/examples/medicationrequestesim4.json	7696	11	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	0	0	0	39	18	0	0	0	0	0	0
input/examples/Observation-example-CarbohydrateIntakeEstimated-max.json	2472	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	0
input/examples/organization-Toimintayksikko.json	840	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0
input/examples/medicationrequestesim7A.json	7819	13	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	39	18	0	0	0	0	0	0
input/examples/example-CarePlan-mandatory.json	9821	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	10	0	0	0	0	0	0
