Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.fi.base.json	51585	-	0	0	0	0	0	0	2	566	0	0	0	0	0	0	0	1	0	0	123	139	0	0	0	8	0	1
fsh-generated/resources/Appointment-appointment-general-practitioner.json	2340	3	1	0	0	0	0	0	1	2534	0	0	0	0	0	0	0	0	0	0	12	92	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-fi-base-security-label-cs.json	643	2	1	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	8	896	0	0	0	0	0	0
fsh-generated/resources/Condition-id-for-diagnosis-1.json	1915	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0
fsh-generated/resources/Condition-id-for-diagnosis-2.json	2602	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0
fsh-generated/resources/Condition-id-for-diagnosis-3.json	2205	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
fsh-generated/resources/Encounter-id-for-child-encounter-2.json	741	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0
fsh-generated/resources/Encounter-id-for-child-encounter.json	901	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/Encounter-id-for-palvelutapahtuma.json	706	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/Encounter-id-for-visit.json	686	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0
fsh-generated/resources/Encounter-id-for-ward-encounter.json	882	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0
fsh-generated/resources/EpisodeOfCare-id-for-episode-1.json	293	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0
fsh-generated/resources/HealthcareService-healthcareService-example.json	1364	1	0	0	0	0	0	0	0	1566	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0
fsh-generated/resources/Immunization-ImmunizationVaccinationExample.json	2340	1	1	0	0	0	0	0	0	1928	0	0	0	0	0	0	0	0	0	0	12	10	0	0	1	0	0	0
fsh-generated/resources/Location-LocationExample.json	559	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0
fsh-generated/resources/Location-id-for-bed-3.json	415	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-medication-statement-insulin.json	789	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0
fsh-generated/resources/Organization-1.2.246.10.2085212.10.1306.json	439	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0
fsh-generated/resources/Organization-1.2.246.10.2085212.10.1314.json	959	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/Organization-1.2.246.10.8286189.10.100012.json	844	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0
fsh-generated/resources/Parameters-exp-params.json	201	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-of-municipality.json	1394	1	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-with-turvakielto.json	1130	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner-licensed-physician.json	2615	2	1	0	0	0	0	0	0	1991	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-PractitionerRoleGP.json	1474	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
fsh-generated/resources/Procedure-ColonBiopsy.json	927	1	0	0	0	0	0	0	0	787	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0
fsh-generated/resources/Procedure-ProcedureColotomy.json	1004	1	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/Provenance-custodian-individual.json	1342	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0
fsh-generated/resources/Provenance-custodian-occupational-healthcare.json	1351	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Provenance-custodian-public-healthcare.json	1371	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0
fsh-generated/resources/Provenance-kanta-document-metadata-profile-example-2.json	2878	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0
fsh-generated/resources/Provenance-kanta-document-metadata-profile-example.json	2609	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0
