Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.fi.base.json	45910	-	0	0	0	0	0	0	5	986	0	0	0	0	0	0	0	2	0	0	456	382	1	0	1	9	0	2
input/examples/Observation-example-StepsTaken-max.json	2978	13	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22	39	0	0	0	0	0	0
input/examples/example-patient-2.json	409	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	0	0	0	0	0	0
input/examples/medicationrequestesim9.json	7702	122	0	0	0	0	0	0	0	1330	0	0	0	0	0	0	0	0	0	0	62	98	0	0	0	0	0	0
input/examples/medication-administration-insulin-basal-dose-kanta-stu3-sv.json	2218	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	24	0	0	0	0	0	0
input/examples/example-patient.json	431	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	0
input/examples/medicationesim2.json	1180	13	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	15	24	0	0	0	0	0	0
input/examples/InsulinDosage-example-optional.json	1989	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	19	0	0	0	0	0	0
input/examples/medicationrequestesim5.json	8943	120	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	71	80	0	0	0	0	0	0
input/examples/Observation-example-CarbohydrateIntakeEstimated-min.json	1342	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	19	0	0	0	0	0	0
input/examples/organizationesim1.json	286	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	20	0	0	0	0	0	0
